values,type,l0,l1,l2,l3
"['Evangelical Protestant', 'Mainline Protestant', 'Catholic', 'Other', 'Black Protestant', 'Orthodox', 'None']",religion,,,,
"['Any type', 'A cons']",requirement,Sentence,,,
"['optional', 'Only used in Australia, Japan, and the US', 'optional', 'required']",requirement,,,,
"['A model of Forward Sequence', 'Any type']",requirement,,,,
"['', '<0.28', '0.20 to 0.40', '<70', '', '>50,000', '>40,000', '', '>2,000', '>3,000', '0.900 to 0.950', '>0.001', '<2.0', '<15']",requirement,,,,
"['A model of Associative Sequence', 'Any type']",requirement,,,,
"['no transfers', 'no intermediate stops', 'passengers control the destination', 'passengers donâ€™t have to think']",requirement,,,,
"['Lower-Level Core courses', 'Upper-Level Core Courses', 'Lower/Upper Level Geography Electives', 'Capstone: Field Experience/Application', 'TOTAL']",requirement,,,,
"['See the Application Server Requirements.', 'Hardware See the Web Server Requirements for hardware specifications. Software Microsoft Exchange Server 2010 or Microsoft Exchange Server 2010 Service Pack 1 or Service Pack 2 (Release 8.5.5 [8.5 MR3] only) Microsoft Exchange Server 2010 has SSL encryption turned on by default. Make sure that the proper SSL certificate is generated or that SSL is turned off on the Exchange server. Enable EWS access from Cisco Unified MeetingPlace to the Client Access server role and SNMP access to the Hub Transport server role. Microsoft Exchange Server 2007 SP1 Enable EWS access from Cisco Unified MeetingPlace and use the Client Access server role. Microsoft Exchange Server 2003 SP2 Enable WebDAV access from Cisco Unified MeetingPlace.', 'Hardware Microsoft Windows computer Software Microsoft Office 14 Microsoft Outlook XP, 2003, or 2007 Microsoft Outlook 2010 32-Bit or 64-Bit Edition (Supported in Release 8.5.2 (or later) audio-only and migrated MeetingPlace-scheduling deployments only) An HTTP or HTTPS connection to Cisco Unified MeetingPlace for Microsoft Outlook. Operating system One of the following: Windows 7 32-Bit or 64-Bit Edition (Professional, Business, or Ultimate) Windows ME Windows Vista 32-Bit or 64-Bit Edition (Enterprise, Business, or Ultimate) Windows 2000 Professional Windows 2000 SE with SP2 Windows 2000 AS with SP2 Windows XP Windows Server 2003']",requirement,,,,
"['A model of Forward Sequence', 'Any type']",requirement,,,,
"['See the Application Server Requirements.', 'Hardware See the Web Server Requirements. License The Cisco Unified MeetingPlace lotusnotes license. Software IBM Lotus Notes client Release 6.0.x, 6.5.x, 7.0.x, 8.0.x, 8.5.x Microsoft Internet Information Server (IIS) Release 6.0. Note: Microsoft IIS Release 6.0 is installed and configured on the Cisco MCS when the operating system is installed.', 'Hardware Microsoft Windows computer Operating system Windows Software IBM Lotus Domino Release 6.0.x, 6.5.x, 7.0.x, 8.0.x, 8.5.x', 'Hardware Microsoft Windows computer Software Templates 6.0.5, 6.5.4, 6.5.5, 6.5.6, 7.0.2, 7.0.3, 8.0, 8.5.x Users of IBM Lotus Domino Server Release 6 require: IBM Lotus Notes Release 6.0.5 Template of the same release as the client Users of IBM Lotus Domino Server Release 6.5 require: IBM Lotus Notes Release 6.5.6 or earlier Template of the same release as the client Users of IBM Lotus Domino Server Release 7 require: IBM Lotus Notes Release 7.0.3 or earlier Template of the same release as the client Users of IBM Lotus Domino Server Release 8 require: IBM Lotus Notes Release 8.0 or earlier Template of the same release as the client Users of IBM Lotus Domino Server Release 8.5 require: IBM Lotus Notes Release 8.5 or earlier Template of the same release as the client Operating system One of the following: Windows 7 Windows ME Windows Vista Windows 2000 Professional Windows 2000 Server Edition (SP2 or later) Windows 2000 Advanced Server Edition (SP2 or later) Windows XP']",requirement,,,,
"[7.43, 7.99, 12.68]",result,Numeric,Categorical,Sentence,
"['L 74-58', 'W 64-56', 'L 100-90', 'W 82-68', 'L 80-69', 'W 61-51', 'L 74-63', 'W 70-56', 'L 82-64', 'L 75-62', 'L 66-53', 'L 75-72', 'W 65-61', 'L 94-85', 'L 85-72', 'W 85-84', 'L 72-68', 'W 78-62', 'L 72-68', 'L 80-63', 'W 73-53', 'L 71-58', 'W 66-58', 'L 72-63', 'W 82-61', 'W 88-42', 'L 82-76', 'L 67-52']",result,,,,
"['W 9-2', 'W 7-2', 'W 5-4', 'W 5-3', 'W 5-3', 'W 6-2', 'W 5-2', 'W 6-4', 'L 6-3', 'L 4-0', 'W 6-0', 'W 7-2', 'T 0-0', 'W 7-3', 'T 1-1', 'T 2-2', 'W 3-0', 'L 3-0', 'W 7-3', 'W 4-2', 'W 6-4', 'W 6-1', 'W 7-1', 'W 6-2', 'W 6-2', 'W 3-0', 'W 8-4', 'W 4-3', 'W 4-2', 'W 5-4', 'L 5-3']",result,,,,
"['walk', 'third base to first base, G5', 'F89D double, right field']",result,,,,
"['Notre Dame 2, Maryland Terrapins 1', 'Maryland Terrapins 2, Virginia 1', 'Maryland Terrapins 2, California 1', 'Maryland Terrapins 1, UC Irvine 0', 'Maryland Terrapins 3, Providence College 1', 'Maryland Terrapins 1, Virginia 0', 'Maryland Terrapins 1, Clemson 0 (OT)', 'Maryland Terrapins 2, Boston College 0', 'Maryland Terrapins 2, Virginia Tech 1 (OT)', 'Maryland Terrapins 2, NC State 1', 'Maryland Terrapins 1, Syracuse 0', 'Maryland Terrapins 1, DREXEL 0', 'Wake Forest 4, Maryland Terrapins 3', 'Maryland Terrapins 5, MARSHALL 0', 'Maryland Terrapins 3, Virginia 3 (2OT)', 'Maryland Terrapins 1, Notre Dame 1 (2OT)', 'Maryland Terrapins 2, Boston College 1', 'Maryland Terrapins 2, Tulsa 1', 'Maryland Terrapins 2, Pittsburgh 0', 'Old Dominion 1, Maryland Terrapins 1 (2OT)', 'Maryland Terrapins 3, Clemson 1', 'Maryland Terrapins 2, North Carolina 2 (2OT)', 'VCU 3, Maryland Terrapins 2', 'Maryland Terrapins 3, DUKE 1', 'California 3, Maryland Terrapins 2 (OT)', 'Maryland Terrapins 3, Stanford 3 (2OT)']",result,,,,
"['L 20-22', 'W 28-20', 'W 26-17', 'W 26-17']",result,,,,
"['Loss', 'Win', 'Win', 'Win', 'Win', 'Win', 'Loss']",result,,,,
"['Blue mages are able to learn the abilities of monsters as spells.', 'Blue mages have to kill a foe to learn its spells.', 'Blue mages must remain calm at all times or fall into a state of violent, dangeous insanity.', 'Branded upon a blue mage\'s body is an elaborate symbol known as the ""Mark of Zahak"" that was used to infuse them with a soul of a beast and is the source of their powers.']",result,,,,
"['strikeout', 'walk', 'fly ball out, left field', 'line drive single, right field', 'bunted pop fly out, pitcher', 'fly ball out, left field']",result,,,,
"['won', 'won', 'won', 'lost', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'lost', 'lost', 'lost', 'won', 'lost', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'lost', 'won', 'draw', 'lost', 'draw', 'lost', 'won', 'won', 'won', 'won', 'won', 'lost', 'won', 'won', 'won', 'won', 'lost', 'lost', 'won', 'won', 'won', 'lost', 'won', 'won', 'lost', 'lost', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'lost', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won', 'won']",result,,,,
"[4, 1, 4, 4, 1, 1, 0, 0, 4, 1, 1, 0]",sales,Numeric,Embedded Number,,
"[2, 8, 10]",sales,,,,
"[1456, 23, 981, 111, 442, 1456]",sales,,,,
"[100000, 100000, 100000, 200000, 200000, 300000, 600000, 700000, 750000, 650000]",sales,,,,
"[2, 3, 5]",sales,,,,
"[89, 81, 67, 55, 54, 47, 40, 33, 17, 14, 11, 2]",sales,,,,
"[3, 9, 2, 14]",sales,,,,
"['US$ CASH', '2520', '2484', '2500', '2490', '2488', '2490', '2500', '2490', '2495', '2490', '2490', '2490', '2487', '2490', '2482', '2482', '2489', '2483', '2500', '2485', '2490', '2500', '2530', '2480', '2490', '2490', '2495', '2493', '2470', '2470', '2470', '2490', '2500', '2495', '2488', '2490', '2485', '2490', '2490', '2480', '2652', '2490', '2490', '2490', '2490', '2485', '2487', '2492', '2491', '2490', '2490', '2505', '2490', '2492', '2578', '2485', '2480', '2490', '2490', '2491', '2490', '2486', '2510', '2490', '2492', '2490', '2490', '2490', '2492', '2485', '2490', '2490', '2490', '2490', '2495', '2650', '2490', '2490', '2485', '2485', '2490', '2485', '2480', '2486', '2488', '2490', '2490', '2487', '2487', '2487', '2489', '2500', '2488', '2500', '2481', '2490', '2480', '2480', '2490', '2485', '2485', '2495', '2592', '2490', '2493', '2485', '2490', '2485', '2492', '2490', '2490', '2488', '2488', '2495', '2490', '2485', '2495', '2482', '2500', '2480', '2485', '2500', '2495', '2485', '2495', '2493', '2490', '2480', '2490', '2483', '2492', '2493', '2500', '2490', '2492', '2492', '2490', '2490', '2480', '2490', '2490', '2490', '2492', '2485', '2490', '2490', '2490', '2487', '2485', '2485', '2480', '2485', '2480', '2492.85']",sales,,,,
"['1,652', '6,190', '4,841', '3,005', '15,688']",sales,,,,
"['', 'BLND', 'DEAF', 'WCHR', 'WCHS', 'WCHC', 'WCMP', 'WCBD', 'Blindenhund', '', '', 'BAG', 'BAG (BM)', 'BAG 2 - 5', 'XBA/XMA', 'XBB-XBE/MBXME', 'SKI', 'WEA', 'GOLF', 'BIKE', 'SPEQ', '', '', '', 'ADD', 'RBK', 'NC1', 'PETC', 'TAFR', 'TAFG', 'INF', 'UM', 'Kinderwagen', 'SEF', 'SEF', 'SEF', 'SEF', '', '', '', 'CBF', 'CXL/RBK flex']",service,Categorical,,,
"['', 'BLND', 'DEAF', 'WCHR', 'WCHS', 'WCHC', 'WCMP', 'WCBD', 'Blindenhund', '', '', 'BAG', 'BAG (BM)', 'BAG 2 - 5', 'XBA/XMA', 'XBB-XBE/MBXME', 'SKI', 'WEA', 'GOLF', 'BIKE', 'SPEQ', '', '', '', 'ADD', 'RBK', 'NC1', 'PETC', 'TAFR', 'TAFG', 'INF', 'UM', 'Kinderwagen', 'SEF', 'SEF', 'SEF', 'SEF', '', '', '', 'CBF', 'CXL/RBK flex']",service,,,,
"['Donec suscipit vehicula turpis sed lutpat', 'Quisque vitae quam neque.', 'Morbi cilisis placerat dapibus.', 'Etiam ultrices nulla ed leo malesuada', 'Commodo bibendum orci vi verra ;', 'alesua commodo malesuada commodo']",service,,,,
"['', 'BLND', 'DEAF', 'WCHR', 'WCHS', 'WCHC', 'WCMP', 'WCBD', 'Blindenhund', '', '', 'BAG', 'BAG (BM)', 'BAG 2 - 5', 'XBA/XMA', 'XBB-XBE/MBXME', 'SKI', 'WEA', 'GOLF', 'BIKE', 'SPEQ', '', '', '', 'ADD', 'RBK', 'NC1', 'PETC', 'TAFR', 'TAFG', 'INF', 'UM', 'Kinderwagen', 'SEF', 'SEF', 'SEF', 'SEF', '', '', '', 'CBF', 'CXL/RBK flex']",service,,,,
"['', 'BLND', 'DEAF', 'WCHR', 'WCHS', 'WCHC', 'WCMP', 'WCBD', 'Blindenhund', '', '', 'BAG', 'BAG (BM)', 'BAG 2 - 5', 'XBA/XMA', 'XBB-XBE/MBXME', 'SKI', 'WEA', 'GOLF', 'BIKE', 'SPEQ', '', '', '', 'ADD', 'RBK', 'NC1', 'PETC', 'TAFR', 'TAFG', 'INF', 'UM', 'Kinderwagen', 'SEF', 'SEF', 'SEF', 'SEF', '', '', '', 'CBF', 'CXL/RBK flex']",service,,,,
"['', 'BLND', 'DEAF', 'WCHR', 'WCHS', 'WCHC', 'WCMP', 'WCBD', 'Blindenhund', '', '', 'BAG', 'BAG (BM)', 'BAG 2 - 5', 'XBA/XMA', 'XBB-XBE/MBXME', 'SKI', 'WEA', 'GOLF', 'BIKE', 'SPEQ', '', '', '', 'ADD', 'RBK', 'NC1', 'PETC', 'TAFR', 'TAFG', 'INF', 'UM', 'Kinderwagen', 'SEF', 'SEF', 'SEF', 'SEF', '', '', '', 'CBF', 'CXL/RBK flex']",service,,,,
"['Electricity/Gas', 'Electricity/Gas', 'Fire', 'Garbage', 'Garbage', 'Garbage', 'Garbage', 'Garbage', 'Internet Service Providers', 'Phone Local/Long Distance', 'Police', 'TV/Cable/Satellite', 'Water']",service,,,,
"['UK Standard 48hr', 'UK Next Day', 'UK Next Day Pre 12', 'Collect+ 72hr', 'Click & Collect']",service,,,,
"['Color Copies & Color Laser Prints', '', '', '', 'Foam Board Mounting', 'Lamination *Items are measured by the shortest side rounded up to the nearest half-foot and can\'t be wider than 24"" on the shortest side.', '', '', 'Poster Prints All measurements are rounded up to the nearest whole square foot; posters can\'t exceed 42"" on the shortest side.', '', '', '', 'Slide Scanning This service is only available during semester breaks when classes are not in session.']",service,,,,
"['', 'BLND', 'DEAF', 'WCHR', 'WCHS', 'WCHC', 'WCMP', 'WCBD', 'Blindenhund', '', '', 'BAG', 'BAG (BM)', 'BAG 2 - 5', 'XBA/XMA', 'XBB-XBE/MBXME', 'SKI', 'WEA', 'GOLF', 'BIKE', 'SPEQ', '', '', '', 'ADD', 'RBK', 'NC1', 'PETC', 'TAFR', 'TAFG', 'INF', 'UM', 'Kinderwagen', 'SEF', 'SEF', 'SEF', 'SEF', '', '', '', 'CBF', 'CXL/RBK flex']",service,,,,
"['', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M']",sex,Categorical,,,
"['', 'F', '', 'F', '', 'F', '', 'F']",sex,,,,
"['', 'M', '', 'M', '', 'M', 'M', '', 'M', '', 'M', '', 'M', 'M']",sex,,,,
"['', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', 'M', '', 'M', '', 'M', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', 'M', '', 'M', '', 'M', '', 'M', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', 'M', '', 'M', '', 'M', '', 'M', 'M', '', 'M', '', 'M', '', 'M', 'M', '', 'M', '', 'M', '', 'M', 'M', '', 'M', '', 'M', '', 'M', '', 'M', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M']",sex,,,,
"['M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'SEX', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'SEX', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'SEX', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M']",sex,,,,
"['', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M', '', 'M']",sex,,,,
"['F', 'F', 'F']",sex,,,,
"['', 'F', '', 'F', '', 'F']",sex,,,,
"['Colt', 'Colt', 'Colt', 'Colt', 'Filly', 'Filly', 'Filly', 'Colt', 'Colt', 'Colt', 'Colt', 'Colt', 'Filly', 'Gelding', 'Filly', 'Filly', 'Colt', 'Filly', 'Colt', 'Colt', 'Colt', 'Colt', 'Filly', 'Filly', 'Filly', 'Colt', 'Filly', 'Filly', 'Filly', 'Colt', 'Filly', 'Filly', 'Colt', 'Filly', 'Colt', 'Colt', 'Colt', 'Filly', 'Colt', 'Filly', 'Filly', 'Colt', 'Filly', 'Colt', 'Colt', 'Filly', 'Filly', 'Filly', 'Filly', 'Colt', 'Filly', 'Filly', 'Colt', 'Filly', 'Colt', 'Filly', 'Filly', 'Colt', 'Filly', 'Filly', 'Filly', 'Colt', 'Colt', 'Colt', 'Filly', 'Colt', 'Filly', 'Colt', 'Colt', 'Filly', 'Colt', 'Filly', 'Colt', 'Colt', 'Colt', 'Filly', 'Filly', 'Colt', 'Colt', 'Filly', 'Filly', 'Colt', 'Colt', 'Colt', 'Colt', 'Filly', 'Colt', 'Filly', 'Filly', 'Filly', 'Colt']",sex,,,,
"['', 'M', '', 'M', '', 'M', 'M', '', 'M', '', 'M', '', 'M', 'M', '', 'M', '', 'M', 'M']",sex,,,,
"['Red-crested Pochard Netta rufina', 'Common Pochard Aythya ferina', 'Ferruginous Duck Aythya nyroca', 'Great Crested Grebe Podiceps cristatus', 'Dalmatian Pelican Pelecanus crispus', 'Red-necked Phalarope Phalaropus lobatus', 'A4iii Species group - waterbirds']",species,Categorical,,,
"['Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-setosa', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-versicolor', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica', 'Iris-virginica']",species,,,,
"['Western Capercaillie Tetrao urogallus', 'Merlin Falco columbarius', 'Common Crane Grus grus', 'Eurasian Pygmy-owl Glaucidium passerinum', 'Boreal Owl Aegolius funereus', 'Black Woodpecker Dryocopus martius']",species,,,,
"['Daurian Partridge Perdix dauurica', 'Bar-headed Goose Anser indicus', 'Ruddy Shelduck Tadorna ferruginea', 'Gadwall Mareca strepera', 'Common Goldeneye Bucephala clangula', 'Lesser Kestrel Falco naumanni', 'Saker Falcon Falco cherrug', ""Pallas's Fish-eagle Haliaeetus leucoryphus"", 'Steppe Eagle Aquila nipalensis', 'Greater Spotted Eagle Clanga clanga', 'Great Bustard Otis tarda', 'Demoiselle Crane Anthropoides virgo', 'Pied Wheatear Oenanthe pleschanka']",species,,,,
